Date,Close,High,Low,Open,Volume,Log_Return,Volatility,SMA_20,SMA_50,RSI
2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83283600,0.010734640646320742,0.5554947961646755,405.0189971923828,,53.81461400724498
2025-02-03,383.67999267578125,389.1700134277344,374.3599853515625,386.67999267578125,93732100,-0.053090087069197885,0.5738767938730329,405.238996887207,,43.0680128682897
2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200,0.02198853609615247,0.5354642609863784,404.32749633789064,,48.550676291380285
2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300,-0.03645352337012321,0.47071175307691887,402.6834976196289,,30.035900462279926
2025-02-06,374.32000732421875,375.3999938964844,363.17999267578125,373.0299987792969,77918200,-0.01023279935109268,0.47077308253534556,401.6814987182617,,32.79616541805099
2025-02-07,361.6199951171875,380.54998779296875,360.3399963378906,370.19000244140625,70298300,-0.03451714290429038,0.4644787629091632,400.01549835205077,,21.747082065754455
2025-02-10,350.7300109863281,362.70001220703125,350.510009765625,356.2099914550781,77514900,-0.03057719520938892,0.47280508217599915,397.81499938964845,,20.254705927930686
2025-02-11,328.5,349.3699951171875,325.1000061035156,345.79998779296875,118543400,-0.06547989008634725,0.5155349824882115,394.0744995117187,,18.286344527955265
2025-02-12,336.510009765625,346.3999938964844,329.1199951171875,329.94000244140625,105382700,0.024091057420887543,0.5175407279530332,391.0820007324219,,23.253195383482606
2025-02-13,355.94000244140625,358.69000244140625,342.8500061035156,345.0,89441500,0.05613428883532556,0.5625623987467397,387.468000793457,,33.71285638932628
2025-02-14,355.8399963378906,362.0,347.5,360.6199951171875,68277300,-0.00028100285016493403,0.4770042128272412,384.5690002441406,,35.86532670284865
2025-02-18,354.1099853515625,359.1000061035156,350.0199890136719,355.010009765625,51631700,-0.004873623368530301,0.46807128023160854,380.9494995117187,,35.032668470330435
2025-02-19,360.55999755859375,367.3399963378906,353.6700134277344,354.0,67094400,0.018050813649058695,0.4575611716668195,377.7739990234375,,40.11635907077612
2025-02-20,354.3999938964844,362.29998779296875,348.0,361.510009765625,45965400,-0.01723217010242546,0.4585753348904254,374.7384994506836,,33.53903931852274
2025-02-21,337.79998779296875,354.9800109863281,334.4200134277344,353.44000244140625,74058600,-0.04797223327197698,0.4768485495188603,371.0094985961914,,27.974149823875962
2025-02-24,330.5299987792969,342.3999938964844,324.70001220703125,338.1400146484375,76052300,-0.021756545199510743,0.4784490833630689,367.20699920654295,,30.741363177260027
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800,-0.08762494178787733,0.5480771595204922,362.4894989013672,,21.559900466005004
2025-02-26,290.79998779296875,309.0,288.0400085449219,303.7099914550781,100118300,-0.04043677756749929,0.5548678761870738,357.12499847412107,,21.84337908444151
2025-02-27,281.95001220703125,297.2300109863281,280.8800048828125,291.1600036621094,101748200,-0.030905910133740465,0.5538371374170277,351.7674987792969,,21.161417097768293
2025-02-28,292.9800109863281,293.8800048828125,273.6000061035156,279.5,115697000,0.03837459125197188,0.5846432858725812,346.4024993896484,,28.344277078331075
2025-03-03,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400,-0.028844050845269347,0.5663502373414782,340.4049987792969,,28.809646464369692
2025-03-04,272.0400085449219,284.3500061035156,261.8399963378906,270.92999267578125,126706600,-0.045311188236941684,0.5660014081367624,334.82299957275393,,30.704038144673333
2025-03-05,279.1000061035156,279.54998779296875,267.7099914550781,272.9200134277344,94042900,0.025621016692865903,0.5717436806164603,329.1675003051758,,30.25111756059266
2025-03-06,263.45001220703125,272.6499938964844,260.0199890136719,272.05999755859375,98451600,-0.05770651942025788,0.5731597360714706,323.43150024414064,,17.334186109577004
2025-03-07,262.6700134277344,266.25,250.72999572753906,259.32000732421875,102369600,-0.0029651004058366417,0.5720120240046842,317.84900054931643,,17.25132410890818
2025-03-10,222.14999389648438,253.3699951171875,220.0,252.5399932861328,189076900,-0.16754574067757613,0.7719672786629596,310.87550048828126,,13.555019546319073
2025-03-11,230.5800018310547,237.05999755859375,217.02000427246094,225.30999755859375,174896400,0.037245079838722016,0.8001507609157095,304.8680000305176,,14.490221644285796
2025-03-12,248.08999633789062,251.83999633789062,241.10000610351562,247.22000122070312,142215700,0.07319368705023706,0.8634451969496986,300.8474998474121,358.7893991088867,22.65267267859464
2025-03-13,240.67999267578125,248.2899932861328,232.60000610351562,248.1300048828125,114813500,-0.030323348875332088,0.8467374569840062,296.0559989929199,354.96979888916013,23.77686603346288
2025-03-14,249.97999572753906,251.5800018310547,240.72999572753906,247.30999755859375,100242300,0.037912677650069934,0.8560415677447383,290.75799865722655,351.62119873046873,28.486726092886983
2025-03-17,238.00999450683594,245.39999389648438,232.8000030517578,245.05999755859375,111900600,-0.04906823105490024,0.8241813140908212,284.86649856567385,348.30459869384765,31.105280128499558
2025-03-18,225.30999755859375,230.10000610351562,222.27999877929688,228.16000366210938,111477600,-0.05483544563443516,0.8300776524175683,278.4264991760254,345.2251986694336,30.978799722248368
2025-03-19,235.86000061035156,241.41000366210938,229.1999969482422,231.61000061035156,111993800,0.045761190368065426,0.8610140321715561,272.1914993286133,341.7335986328125,36.7443181095078
2025-03-20,236.25999450683594,238.0,230.0500030517578,233.35000610351562,99028300,0.0016944590202751025,0.8538965273100778,266.28449935913085,338.2377987670898,32.62467505429434
2025-03-21,248.7100067138672,249.52000427246094,234.5500030517578,234.99000549316406,132728700,0.0513547158131408,0.88915545264536,261.83000030517576,335.3247991943359,39.26138858253482
2025-03-24,278.3900146484375,278.6400146484375,256.3299865722656,258.0799865722656,169079900,0.11273547481030481,0.9871863053332763,259.22300109863284,332.9937994384766,51.72170840154182
2025-03-25,288.1400146484375,288.20001220703125,271.2799987792969,283.6000061035156,150361500,0.034423463077927825,0.997321378772261,258.49000244140626,330.86179992675784,52.41582222755768
2025-03-26,272.05999755859375,284.8999938964844,266.510009765625,282.6600036621094,153629800,-0.05742390273973778,0.971535346405309,257.5530029296875,328.23679992675784,52.295628060930994
2025-03-27,273.1300048828125,291.8500061035156,271.82000732421875,272.4800109863281,162572100,0.003925268964187628,0.9633225511673649,257.11200256347655,325.77220031738284,52.78457769354657
2025-03-28,263.54998779296875,276.1000061035156,260.57000732421875,275.5799865722656,123809400,-0.035704833212183235,0.9652166766578424,255.6405014038086,322.47880004882813,63.194791082677156
2025-03-31,259.1600036621094,260.55999755859375,243.36000061035156,249.30999755859375,134008900,-0.016797411271064034,0.9541221412501535,254.36600189208986,319.38559997558593,59.349644712113225
2025-04-01,268.4599914550781,277.45001220703125,259.25,263.79998779296875,146486900,0.03525624951763979,0.9604673895495666,254.18700103759767,316.2247998046875,57.04210403489001
2025-04-02,282.760009765625,284.989990234375,251.27000427246094,254.60000610351562,212787800,0.05189662060946535,0.9652589058044634,254.37000122070313,313.39859985351563,63.88595670219329
2025-04-03,267.2799987792969,276.29998779296875,261.510009765625,265.2900085449219,136174300,-0.05630172235818194,0.9814106717588394,254.5615005493164,310.44200012207034,55.48509723870204
2025-04-04,239.42999267578125,261.0,236.0,255.3800048828125,181229400,-0.11003572551557192,1.0341213947519667,253.39949951171874,306.9829998779297,50.40903262318778
2025-04-07,233.2899932861328,252.0,214.25,223.77999877929688,183453800,-0.02597878190231111,1.036745874043232,253.95649948120118,303.517200012207,52.388933243691866
2025-04-08,221.86000061035156,250.44000244140625,217.8000030517578,245.0,171603500,-0.05023573100190593,0.8725701959355937,253.520499420166,300.0114001464844,45.83085306145372
2025-04-09,272.20001220703125,274.69000244140625,223.8800048828125,224.69000244140625,219433400,0.20449058000160142,1.119940268932846,254.72600021362305,297.4936004638672,58.24917501770583
2025-04-10,252.39999389648438,262.489990234375,239.3300018310547,260.0,181722600,-0.0755220285780395,1.1291468485570384,255.3120002746582,294.75960021972656,50.81930500742747
2025-04-11,252.30999755859375,257.739990234375,241.36000061035156,251.83999633789062,128948100,-0.0003566259450699316,1.1234902210058804,255.42850036621093,291.8002001953125,43.33333125306288
2025-04-14,252.35000610351562,261.79998779296875,245.92999267578125,258.3599853515625,100135200,0.00015855643290671638,1.1159760056778996,256.14550094604493,288.7552001953125,40.37334069252826
2025-04-15,254.11000061035156,258.75,247.5399932861328,249.91000366210938,79594300,0.006950209565496345,1.101434077144697,257.5855010986328,286.1638003540039,44.76890150004247
2025-04-16,241.5500030517578,251.97000122070312,233.88999938964844,247.61000061035156,112378700,-0.050690742903996715,1.0987767063589546,257.8700012207031,283.1506005859375,41.3744143026149
2025-04-17,241.3699951171875,244.33999633789062,237.67999267578125,243.47000122070312,83404800,-0.0007454979855451015,1.0878962441323843,258.1255012512207,280.41460021972654,43.613961675018615
2025-04-21,227.5,232.2100067138672,222.7899932861328,230.25999450683594,97768000,-0.05918076725792799,1.1077343011117307,257.0650009155273,277.4782000732422,41.356340544360535
2025-04-22,237.97000122070312,242.7899932861328,229.85000610351562,230.9600067138672,120858500,0.04499438204493094,1.104101988437995,255.04400024414062,275.0052001953125,41.7286146868468
2025-04-23,250.74000549316406,259.45001220703125,244.42999267578125,254.86000061035156,150381900,0.052271947159751794,1.043041476795575,253.17399978637695,273.0054000854492,41.24083694412561
2025-04-24,259.510009765625,259.5400085449219,249.1999969482422,250.5,94464200,0.03437870754426389,1.0430201839608193,252.5465003967285,271.6256002807617,47.793494819188545
2025-04-25,284.95001220703125,286.8500061035156,259.6300048828125,261.69000244140625,167560700,0.09351849398026,1.0778793457744138,253.13750076293945,270.59440032958986,63.10607237476127
2025-04-28,285.8800048828125,294.8599853515625,272.4200134277344,288.9800109863281,151731800,0.0032583903115033577,1.077868405687428,254.25400161743164,269.19320037841794,65.60997418280343
2025-04-29,292.0299987792969,293.32000732421875,279.4700012207031,285.5,108906600,0.021284373105168935,1.0706898317746225,255.89750137329102,267.9170004272461,71.50211001793518
2025-04-30,282.1600036621094,284.45001220703125,270.7799987792969,279.8999938964844,128961100,-0.03438223363024816,1.0768919716074543,256.5825019836426,266.47800079345706,54.05867582077851
2025-05-01,280.5199890136719,290.8699951171875,279.80999755859375,280.010009765625,99659000,-0.005829314402079844,1.0712805256122218,256.4705009460449,264.8772006225586,63.44939392515166
2025-05-02,287.2099914550781,294.7799987792969,279.80999755859375,284.8999938964844,114454700,0.02356864125337387,1.0591120125031197,257.467000579834,263.5334005737305,65.7009129461074
2025-05-05,280.260009765625,284.8500061035156,274.3999938964844,284.57000732421875,94618900,-0.024495847170982712,1.0431372645708847,259.50850143432615,262.3826010131836,61.82126495051266
2025-05-06,275.3500061035156,277.7300109863281,271.3500061035156,273.1099853515625,76715800,-0.01767474071206643,0.9639182285558076,261.6115020751953,261.279001159668,58.76237872441305
2025-05-07,276.2200012207031,277.9200134277344,271.0,276.8800048828125,71592600,0.0031546161942166075,0.9567465685891244,264.3295021057129,260.74740142822264,65.8296045603313
2025-05-08,284.82000732421875,289.79998779296875,279.4100036621094,279.6300048828125,97539400,0.030659773437438274,0.9354606921293672,264.96050186157225,260.6278018188477,68.42195154140563
2025-05-09,298.260009765625,307.0400085449219,290.0,290.2099914550781,132387800,0.046108194570086934,0.6382907247605697,267.2535026550293,260.95400177001954,80.11064245345744
2025-05-12,318.3800048828125,322.2099914550781,311.5,321.989990234375,112826700,0.06528003118679684,0.6015825343217324,270.55700302124023,261.4620016479492,81.62013665827344
2025-05-13,334.07000732421875,337.5899963378906,316.79998779296875,320.0,136992600,0.04810492051681205,0.6133051272070724,274.6430030822754,262.4504019165039,82.0327542532396
2025-05-14,347.67999267578125,350.0,337.0,342.5,136997300,0.0399319216619113,0.6179710854126004,279.3215026855469,263.9632015991211,82.67734062021431
2025-05-15,342.82000732421875,346.1400146484375,334.7200012207031,340.3399963378906,97882600,-0.01407694599861275,0.6257773749875041,284.38500289916993,265.23760162353517,75.30832561918703
2025-05-16,349.9800109863281,351.6199951171875,342.3299865722656,346.239990234375,95895700,0.020670491941373468,0.5795749887810244,289.815503692627,266.9682015991211,76.58428318983707
2025-05-19,342.0899963378906,343.0,333.3699951171875,336.29998779296875,88869900,-0.02280219175263177,0.5932738354983677,295.5450035095215,268.55660125732425,70.46606809288325
2025-05-20,343.82000732421875,354.989990234375,341.6300048828125,347.8699951171875,131715500,0.005044436283555748,0.5280265798456636,300.83750381469724,270.9900015258789,77.00595728982744
2025-05-21,334.6199951171875,347.3500061035156,332.20001220703125,344.42999267578125,102354800,-0.027122740878422213,0.5433143614782396,305.03150329589846,273.07080139160155,72.22313734840559
2025-05-22,341.0400085449219,347.2699890136719,331.3900146484375,331.8999938964844,97113400,0.019004252475032086,0.5275003184761251,309.1080032348633,274.9298016357422,72.16138809359762
2025-05-23,339.3399963378906,343.17999267578125,333.2099914550781,337.9200134277344,84654800,-0.004997253689502847,0.5265764322060821,311.82750244140624,276.9030017089844,75.4216716220507
2025-05-27,362.8900146484375,363.7900085449219,347.32000732421875,347.3500061035156,120146400,0.06709725458197968,0.4815571886620102,315.6780029296875,279.16120208740233,82.4606835128877
2025-05-28,356.8999938964844,365.0,355.9100036621094,364.8399963378906,91404300,-0.016644185010272462,0.49070464085848536,318.9215026855469,281.5390020751953,78.82250100954775
2025-05-29,358.42999267578125,367.7099914550781,356.0,365.2900085449219,88087800,0.0042777491260106125,0.4895591440426487,322.7350021362305,284.20140197753904,77.69581737872778
2025-05-30,346.4599914550781,363.67999267578125,345.2900085449219,355.5199890136719,123474900,-0.03396601533337422,0.4890882141439032,326.0320022583008,286.4134017944336,68.33813513135067
2025-06-02,342.69000244140625,348.0199890136719,333.3299865722656,343.5,81873800,-0.010941091649071494,0.49145808851136513,328.8060028076172,288.542001953125,60.56312814670069
2025-06-03,344.2699890136719,355.3999938964844,343.0400085449219,346.6000061035156,99324500,0.004599945784019605,0.4890187419720083,332.00650177001955,290.4532015991211,55.05149385220444
2025-06-04,332.04998779296875,345.6000061035156,327.3299865722656,345.1000061035156,98912100,-0.03614067809813415,0.5004868457619674,334.8415008544922,291.5264010620117,42.151253313194665
2025-06-05,284.70001220703125,324.54998779296875,273.2099914550781,322.489990234375,287499800,-0.15384948606327908,0.7492473122586079,335.26550140380857,291.4576010131836,29.54386486514356
2025-06-06,295.1400146484375,305.5,291.1400146484375,298.8299865722656,164747700,0.0360138325066553,0.7586987134452148,335.78150177001953,291.9192013549805,31.13390164793597
2025-06-09,308.5799865722656,309.8299865722656,281.8500061035156,285.9599914550781,140908900,0.04453121583281344,0.766516382920686,336.29750061035156,292.62820098876955,38.89588226109567
2025-06-10,326.0899963378906,327.8299865722656,310.6700134277344,314.94000244140625,151256500,0.05519232015438431,0.7734463676080495,336.6830001831055,293.87900115966795,44.68110351055573
2025-06-11,326.42999267578125,335.5,322.5,334.3999938964844,122611400,0.0010421025390305668,0.7409041832372731,336.3009994506836,295.2244009399414,47.40510659397059
2025-06-12,319.1099853515625,332.55999755859375,316.8599853515625,323.0799865722656,105127500,-0.022679683166052338,0.7248291500809216,334.8724990844727,296.2374008178711,43.09116490011074
2025-06-13,325.30999755859375,332.989990234375,313.29998779296875,313.9700012207031,128964300,0.019242741328905938,0.7131319369719021,333.9969985961914,297.0884005737305,45.70185665282677
2025-06-16,329.1300048828125,332.04998779296875,326.4100036621094,331.2900085449219,83925900,0.011674257976472,0.713746988602728,332.9544982910156,298.3254006958008,38.23528911304182
2025-06-17,316.3500061035156,327.260009765625,314.739990234375,326.0899963378906,88282700,-0.03960360944657592,0.7201987284174098,331.66749877929686,299.86380096435545,36.507619953184836
2025-06-18,322.04998779296875,329.32000732421875,315.45001220703125,317.30999755859375,95137700,0.017857560202303197,0.7211728999349268,330.57899780273436,301.63900085449217,38.221957172621586
2025-06-20,322.1600036621094,332.3599853515625,317.7799987792969,327.95001220703125,108688000,0.00034155282181088666,0.7207060761479087,329.9559982299805,303.64500091552736,41.47846988266417
2025-06-23,348.67999267578125,357.5400085449219,327.4800109863281,327.5400085449219,190716800,0.07910624722725408,0.7684532678700413,330.33799743652344,305.17460052490236,51.81152598637165
2025-06-24,340.4700012207031,356.260009765625,340.44000244140625,356.1700134277344,114736200,-0.023827555571310416,0.7708036257229505,330.3944976806641,306.9360006713867,48.895095180223414
2025-06-25,327.54998779296875,343.0,320.3999938964844,342.70001220703125,119845100,-0.03868634165630777,0.7822611798691691,328.62749633789065,308.44080047607423,48.69686067996979
2025-06-26,325.7799987792969,331.04998779296875,323.6099853515625,324.6099853515625,80440900,-0.005418374727754274,0.7411777755409868,327.0714965820313,309.90940032958986,66.16304332425506
2025-06-27,323.6300048828125,329.3399963378906,317.5,324.510009765625,89067000,-0.006621400161764133,0.7400294302988002,325.3314971923828,311.29980041503904,61.99174825498201
2025-06-30,317.6600036621094,325.5799865722656,316.6000061035156,319.8999938964844,76695100,-0.01861926308527601,0.7407954223296758,323.89149780273436,312.8220004272461,54.07834014212659
2025-07-01,300.7099914550781,305.8900146484375,293.2099914550781,298.4599914550781,145085700,-0.0548353231730864,0.754216903956792,321.792497253418,314.0088003540039,38.54279403887823
2025-07-02,315.6499938964844,316.8299865722656,303.82000732421875,312.6300048828125,119483700,0.04848766871497916,0.7777780356274742,320.3614974975586,315.7718002319336,45.7003839284171
2025-07-03,315.3500061035156,318.45001220703125,312.760009765625,317.989990234375,58042300,-0.0009508330128998894,0.777249953632178,319.52649841308596,317.3194003295898,48.41136582541748
2025-07-07,293.94000244140625,296.1499938964844,288.7699890136719,291.3699951171875,131177900,-0.07030747928005848,0.8035208156870502,319.9884979248047,318.1834002685547,38.25533583506659
2025-07-08,297.80999755859375,304.04998779296875,294.3500061035156,297.0,103246700,0.013080017887538436,0.5977162957432979,320.1219970703125,318.94940002441405,38.27843823067456
2025-07-09,295.8800048828125,300.1499938964844,293.54998779296875,297.54998779296875,75586800,-0.006501707849529647,0.5853781238745087,319.4869979858398,319.1679998779297,41.661911890074045
2025-07-10,309.8699951171875,310.4800109863281,300.0,300.04998779296875,104365300,0.046198855706690405,0.586998562363996,318.6759979248047,319.6477996826172,45.352566117937045
2025-07-11,313.510009765625,314.0899963378906,305.6499938964844,307.8900146484375,79236400,0.01167844971117151,0.554062737624955,318.0299987792969,320.07739990234376,46.78606101384959
2025-07-14,316.8999938964844,322.6000061035156,312.6700134277344,317.7300109863281,78043400,0.01075495879659973,0.555725841130456,317.919499206543,320.77219970703123,35.74120298548743
2025-07-15,310.7799987792969,321.20001220703125,310.5,319.67999267578125,77556300,-0.019500985006087518,0.5543002470537921,317.1929992675781,321.37739990234377,36.42432141282325
2025-07-16,321.6700134277344,323.5,312.6199951171875,312.79998779296875,97284800,0.03444095462458378,0.563802152282351,316.8199996948242,322.06660034179686,47.26054060940193
2025-07-17,319.4100036621094,324.3399963378906,317.05999755859375,323.1499938964844,73922900,-0.007050661595447646,0.5624222529567976,316.9729995727539,322.84960021972654,47.045730794249636
2025-07-18,329.6499938964844,330.8999938964844,321.4200134277344,321.6600036621094,94255000,0.031555911584314186,0.5555400433598472,317.3529998779297,323.93559997558594,52.5970618337774
2025-07-21,328.489990234375,338.0,326.8800048828125,334.3999938964844,75768800,-0.003525100711992725,0.5527618285436201,317.669499206543,324.9809997558594,54.8744202580245
2025-07-22,332.1099853515625,335.4100036621094,321.54998779296875,329.739990234375,77370400,0.010959828902223289,0.553839074462054,316.840998840332,325.92679931640623,66.05973842159531
2025-07-23,332.55999755859375,336.20001220703125,328.6700134277344,330.8999938964844,92553800,0.0013540923687317768,0.47657464393867516,316.44549865722655,326.6127990722656,60.15372036336703
2025-07-24,305.29998779296875,310.1499938964844,300.4100036621094,310.0,156966000,-0.08552542784602518,0.5534845704034123,315.33299865722654,326.35119873046875,45.44134205348424
2025-07-25,316.05999755859375,323.6300048828125,308.010009765625,308.739990234375,148227000,0.034637201499348805,0.5558525052547182,314.8469985961914,325.9909985351562,61.10664356345222
2025-07-28,325.5899963378906,330.489990234375,315.69000244140625,318.45001220703125,112673800,0.029706848621967902,0.5661151881532636,314.9449981689453,325.54919860839846,63.198400466289016
2025-07-29,321.20001220703125,326.25,318.25,325.54998779296875,87358900,-0.013574889801361277,0.5676460207169277,315.1219985961914,325.1167987060547,61.754876719765925
2025-07-30,319.0400085449219,324.45001220703125,311.6199951171875,322.17999267578125,83931900,-0.006747506520358081,0.5643140497006639,316.0384994506836,324.49799865722656,54.78252371740737
2025-07-31,308.2699890136719,321.3699951171875,306.1000061035156,319.6099853515625,85270900,-0.03434052685502853,0.5431974215127426,315.669499206543,323.8215985107422,47.456301359513255
2025-08-01,302.6300048828125,309.30999755859375,297.82000732421875,306.2099914550781,89121400,-0.018465033347039538,0.518692124169172,315.0334991455078,322.99779846191404,43.220909797604
2025-08-04,309.260009765625,312.1199951171875,303.0,309.0799865722656,78683900,0.02167142527004271,0.5251515671686913,315.79949951171875,322.4905987548828,49.281397298260444
2025-08-05,308.7200012207031,312.45001220703125,305.5,308.95001220703125,57961300,-0.0017476574412364776,0.46078537526453267,316.3449996948242,321.8441986083984,43.21349566721554
2025-08-06,319.9100036621094,320.4700012207031,306.92999267578125,307.8900146484375,78523600,0.03560499649944306,0.4738250697152192,317.54649963378904,321.4555987548828,50.23960124176152
2025-08-07,322.2699890136719,322.3999938964844,316.1600036621094,319.7900085449219,66658700,0.007349951735303974,0.47260263573389577,318.16649932861327,320.6431982421875,46.174578477234576
2025-08-08,329.6499938964844,335.1499938964844,320.9800109863281,321.42999267578125,91200300,0.02264179762598033,0.4527717054210074,318.97349853515624,320.0981982421875,50.56486336194381
2025-08-11,339.0299987792969,346.6400146484375,334.1499938964844,335.0,105320200,0.028057128395424267,0.46024488841612815,320.0799987792969,319.7101983642578,53.190709758614595
2025-08-12,340.8399963378906,345.260009765625,332.94000244140625,345.0,80522100,0.005324552775796538,0.4595839598856097,321.58299865722654,319.59779846191407,53.770490618625665
2025-08-13,339.3800048828125,348.9800109863281,338.20001220703125,341.5,67838900,-0.004292710283261014,0.4529791453330372,322.46849822998047,319.5315985107422,70.28572445824032
2025-08-14,335.5799865722656,340.4700012207031,330.3999938964844,335.760009765625,75000700,-0.011260099884090402,0.4420595060911863,323.2769973754883,319.35779846191406,62.66873497443202
2025-08-15,330.55999755859375,339.29998779296875,327.0199890136719,337.6600036621094,74319800,-0.015072159502432556,0.44499603683559275,323.32249755859374,319.32799865722654,53.42616938118699
2025-08-18,335.1600036621094,336.2699890136719,329.5899963378906,329.6199951171875,56956600,0.013819862125930686,0.4340768376732105,323.65599822998047,320.33719848632813,59.59581212018233
2025-08-19,329.30999755859375,340.54998779296875,327.8500061035156,335.7900085449219,75956000,-0.017608491717904177,0.4385590181930889,323.51599884033203,321.0205981445313,56.7185567821234
2025-08-20,323.8999938964844,331.3699951171875,314.6000061035156,329.2200012207031,77481800,-0.01656474162017639,0.4403471780991001,323.08299865722654,321.3269982910156,60.99620323064622
2025-08-21,320.1099853515625,324.8999938964844,318.67999267578125,322.0799865722656,55744400,-0.011770166368817137,0.4417358129225556,323.82349853515626,321.20739807128905,62.626388654978705
2025-08-22,340.010009765625,340.25,319.69000244140625,321.6600036621094,94016300,0.0603104166993377,0.377774594977985,325.0209991455078,321.47899841308595,68.63861127902942
2025-08-25,346.6000061035156,349.5299987792969,335.0299987792969,338.8999938964844,86670000,0.019196337227210383,0.3661860519269715,326.0714996337891,322.028798828125,71.39145480615453
2025-08-26,351.6700134277344,351.8999938964844,343.7200012207031,344.92999267578125,76651600,0.01452187916170169,0.3566123199051841,327.5949996948242,322.5559991455078,69.267163814362
2025-08-27,349.6000061035156,355.3900146484375,349.1600036621094,351.94000244140625,65519000,-0.005903612812939926,0.3529092748980485,329.1229995727539,322.96539916992185,66.638253472937
2025-08-28,345.9800109863281,353.54998779296875,340.260009765625,350.9100036621094,67903200,-0.010408659566889222,0.3545427606620834,331.00850067138674,323.5579992675781,60.41853093616508
2025-08-29,333.8699951171875,348.75,331.70001220703125,347.2300109863281,81145700,-0.0356293206445078,0.35631610897723076,332.5705001831055,323.7943994140625,46.81874266929622
2025-09-02,329.3599853515625,333.3299865722656,325.6000061035156,328.2300109863281,58392000,-0.01360034804236362,0.35286799425845394,333.5754989624023,323.9383990478516,43.15035792569523
2025-09-03,334.0899963378906,343.3299865722656,328.510009765625,335.20001220703125,88733300,0.014259073808795026,0.3491131122556549,334.84399871826173,323.64659912109374,46.96221285311868
2025-09-04,338.5299987792969,338.8900146484375,331.4800109863281,336.1499938964844,60711000,0.01320230431684188,0.35002586099613825,335.7749984741211,323.6077990722656,51.68168362511326
2025-09-05,350.8399963378906,355.8699951171875,344.67999267578125,348.0,108989800,0.035717557533237444,0.35015253755115777,337.20349884033203,324.07359924316404,60.67367328169336
2025-09-08,346.3999938964844,358.44000244140625,344.8399963378906,354.6400146484375,75208300,-0.0127361095766315,0.35489771260729086,338.040998840332,324.48599914550783,55.92575907739436
2025-09-09,346.9700012207031,350.7699890136719,343.82000732421875,348.44000244140625,53816000,0.0016441653277190816,0.3479681778438373,338.43799896240233,324.95279907226563,59.8593044275319
2025-09-10,347.7900085449219,356.3299865722656,346.07000732421875,350.54998779296875,72121700,0.0023605495234688204,0.33528515069746434,338.7854995727539,325.5553991699219,64.05789606005101
